nomAttribuant;idAttribuant;dateConvention;referenceDecision;nomBeneficiaire;idBeneficiaire;objet;montant;nature;conditionsVersement;datesPeriodeVersement;idRAE;notificationUE;secteur;catégorie;type
Toulouse Métropole;2,43E+13;;;CAFE ASSOCIATIF CHEZ BERNARD;8,53E+13;Subvention d'équipement;10000.0;aide en numéraire;unique;12/12/2023;;non;Restauration;Restauration traditionnelle;Association loi 1901
Toulouse Métropole;2,43E+13;;;CAZAJOUS;9,24E+13;Subvention d'équipement;300.0;aide en numéraire;unique;22/11/2023;;non;Santé;Profession libérale;Société d'exercice libéral à responsabilité limitée (SELARL)
Toulouse Métropole;2,43E+13;;;CDC HABITAT SOCIAL SA HLM;5,52E+13;Subvention d'équipement;830510.0;aide en numéraire;échelonné;23/02/2023;;non;Immobilier;Logement social;SA conseil d'administration
Toulouse Métropole;2,43E+13;;;CENEO;8,42E+13;Subvention d'équipement;1350.0;aide en numéraire;unique;03/08/2023;;non;Conseil;Services;Société par actions simplifiée (SAS)
Toulouse Métropole;2,43E+13;;;CLASSISCO POUR LA MUSIQUE A L ECOLE;4,43E+13;Subvention de Fonctionnement;14000.0;aide en numéraire;échelonné;27/04/2023;;non;Culture;Arts du spectacle vivant;Association loi 1901
Toulouse Métropole;2,43E+13;;;COCAGNE ALIMEN'TERRE;8,79E+13;Subvention de Fonctionnement;24813.0;aide en numéraire;échelonné;25/08/2023;;non;Restauration;alimentation durable;Association loi 1901
Toulouse Métropole;2,43E+13;;;CODEGAZ;4,78E+13;Subvention de Fonctionnement;9900.0;aide en numéraire;unique;10/03/2023;;non;Action humanitaire;Coopération internationale et développement;Association loi 1901
Toulouse Métropole;2,43E+13;;;COGEFFI CONSEILS;3,53E+13;Subvention d'équipement;300.0;aide en numéraire;unique;20/07/2023;;non;Conseil;Services;Société à responsabilité limitée (SARL)
Toulouse Métropole;2,43E+13;;;COLOMB;7,53E+13;Subvention d'équipement;1000.0;aide en numéraire;unique;21/07/2023;;non;Culture;Architecture;Société à responsabilité limitée (SARL)
Toulouse Métropole;2,43E+13;;;COMBUSTIBLE-NUMERIQUE;8,32E+13;Subvention de Fonctionnement;27000.0;aide en numéraire;échelonné;21/08/2023;;non;Numérique;Agence web;Association loi 1901
Toulouse Métropole;2,43E+13;;;COMMUNE DE BLAGNAC;2,13E+13;Subvention d'équipement;7000.0;aide en numéraire;unique;13/11/2023;;non;Administration publique;Mairie;Collectivité territoriale
Toulouse Métropole;2,43E+13;;;COMMUNE DE PIBRAC;2,13E+13;Subvention d'équipement;20835.12;aide en numéraire;unique;20/04/2023;;non;Administration publique;Mairie;Collectivité territoriale
Toulouse Métropole;2,43E+13;;;COMMUNE DE ST JORY;2,13E+13;Subvention d'équipement;75000.0;aide en numéraire;unique;18/04/2023;;non;Administration publique;Mairie;Collectivité territoriale
Toulouse Métropole;2,43E+13;;;CONESYS EUROPE;4,34E+13;Subvention d'équipement;600.0;aide en numéraire;échelonné;05/09/2023;;non;Recherche;Industrie électronique;Société par actions simplifiée (SAS)
Toulouse Métropole;2,43E+13;;;CONSIGN UP;8,51E+13;Subvention de Fonctionnement;11400.0;aide en numéraire;échelonné;14/12/2023;;non;Environnement;Récupération de déchets triés;SA conseil d'administration
Toulouse Métropole;2,43E+13;;;COOPERATIVE TOULOUSAINE DU BATIMENT;8,52E+13;Subvention d'équipement;2000.0;aide en numéraire;unique;21/08/2023;;non;Bâtiment et travaux publics (BTP);Travaux d’installation électrique dans tous locaux;Société à Responsabilité Limitée (SARL)
Toulouse Métropole;2,43E+13;;;DATECH;8,91E+13;Subvention d'équipement;300.0;aide en numéraire;unique;06/04/2023;;non;Conseil;Conseil pour les affaires et autres conseils de gestion;Société par actions simplifiée (SAS)
Toulouse Métropole;2,43E+13;;;D E F I PRODUCTION DIRE ECRIRE;8,48E+13;Subvention de Fonctionnement;15000.0;aide en numéraire;unique;01/12/2023;;non;Cinéma;Production audiovisuelle;Association loi 1901
Toulouse Métropole;2,43E+13;;;DELLYS FILM;8,52E+13;Subvention d'équipement;25000.0;aide en numéraire;unique;24/04/2023;;non;Cinéma;Production audiovisuelle;Société à responsabilité limitée (SARL)
Toulouse Métropole;2,43E+13;;;DES ETOILES ET DES AILES ASSOC;5,28E+13;Subvention de Fonctionnement;40000.0;aide en numéraire;échelonné;29/11/2023;;non;Aéronautique;Événementiel aéronautique et spatial;Association loi 1901
Toulouse Métropole;2,43E+13;;;DRIVE AND LEASE;9,21E+13;Subvention d'équipement;1350.0;aide en numéraire;unique;29/06/2023;;non;Transport;véhicules de tourisme avec chauffeur (VTC);Société par actions simplifiée (SAS)
Toulouse Métropole;2,43E+13;;;DUMAY ARCHITECTURE;5,31E+13;Subvention d'équipement;300.0;aide en numéraire;unique;21/11/2023;;non;Bâtiment et travaux publics (BTP);Architecture;Société à responsabilité limitée (SARL)
Toulouse Métropole;2,43E+13;;;EARL ECURIE MONS EQUITATION;7,51E+13;Subvention d'équipement;7929.38;aide en numéraire;unique;14/03/2023;;non;Sport;équitation;Exploitation Agricole à Responsabilité Limitée (EARL)
Toulouse Métropole;2,43E+13;;;EATEC;8,22E+13;Subvention d'équipement;2000.0;aide en numéraire;unique;09/08/2023;;non;Énergie;Plomberie, chauffage, climatisation et énergies renouvelables;Société par Actions Simplifiée Unipersonnelle (SASU)
Toulouse Métropole;2,43E+13;;;ECOLE SUPERIEURE DES ARTS DU CIRQUE TOULOUSE OCCITANE;8,42E+13;Subvention de Fonctionnement;738000.0;aide en numéraire;échelonné;07/07/2023;;non;Éducation;Enseignement supérieur;Établissement public
Toulouse Métropole;2,43E+13;;;EDENN;9,09E+13;Subvention de Fonctionnement;20000.0;aide en numéraire;unique;12/09/2023;;non;Agriculture;Espace de coopération et d'expérimentation pour des initiatives liées à la nature en milieu urbain;Association loi 1901
Toulouse Métropole;2,43E+13;;;ELEMEN TERRE ASSOC;5,03E+13;Subvention de Fonctionnement;6000.0;aide en numéraire;unique;10/07/2023;;non;Économie sociale et solidaire;Sensibilisation et accompagnement à l'éco-responsabilité des événements;Association loi 1901 
Toulouse Métropole;2,43E+13;;;ETABLISSEMENT PUBLIC DU CAPITOLE;2,00E+13;Subvention de Fonctionnement;27132600.0;aide en numéraire;échelonné;26/10/2023;;non;Administration publique;Gestion des services municipaux de la ville de Toulouse;Établissement public
Toulouse Métropole;2,43E+13;;;ETABLISSEMENT PUBLIC DU CAPITOLE;2,00E+13;Subvention d'équipement;1076000.0;aide en numéraire;échelonné;15/12/2023;;non;Administration publique;Gestion des services municipaux de la ville de Toulouse;Établissement public
Toulouse Métropole;2,43E+13;;;FADI EXPRESS;7,90E+13;Subvention d'équipement;9000.0;aide en numéraire;unique;31/07/2023;;non;Transport;Services de messagerie et de livraison express;Société par actions simplifiée (SAS)
Toulouse Métropole;2,43E+13;;;FAIRECO;8,89E+13;Subvention de Fonctionnement;17000.0;aide en numéraire;échelonné;14/12/2023;;non;Économie sociale et solidaire;Conseil et accompagnement en transition écologique;Association loi 1901 
Toulouse Métropole;2,43E+13;;;GEKO FILMS;5,24E+13;Subvention d'équipement;17500.0;aide en numéraire;unique;19/10/2023;;non;Cinéma;Production audiovisuelle;Société par Actions Simplifiée (SAS)
Toulouse Métropole;2,43E+13;;;GIP AVIATION;3,09E+13;Subvention d'équipement;3000.0;aide en numéraire;unique;29/06/2023;;non;Sécurité;Sécurité aéroportuaire;Société à responsabilité limitée (SARL)
Toulouse Métropole;2,43E+13;;;GRDF;4,45E+13;Subvention de Fonctionnement;4375.0;aide en numéraire;unique;12/05/2023;;non;Énergie;Gestion du réseau de distribution de gaz en France;Société anonyme (SA)
Toulouse Métropole;2,43E+13;;;HUMANS CONNEXION;5,14E+13;Subvention d'équipement;4000.0;aide en numéraire;échelonné;16/06/2023;;non;Numérique;Conseil en systèmes et logiciels informatiques;Société à Responsabilité Limitée (SARL)
Toulouse Métropole;2,43E+13;;;INDELEX;8,31E+13;Subvention d'équipement;2000.0;aide en numéraire;unique;12/07/2023;;non;Conseil;Conseil en systèmes et logiciels informatiques;Société à responsabilité limitée (SARL)
Toulouse Métropole;2,43E+13;;;IRT ANTOINE DE SAINT EXUPERY;7,93E+13;Subvention de Fonctionnement;20100.0;aide en numéraire;unique;20/07/2023;;non;Recherche;Aéronautique;Organisme de recherche
Toulouse Métropole;2,43E+13;;;JARDINIERS DE TOURNEFEUILLE ASSOC;4,53E+13;Subvention de Fonctionnement;2000.0;aide en numéraire;unique;10/07/2023;;non;Agriculture;Promotion du jardinage écologique et des jardins partagés;Association loi 1901
Toulouse Métropole;2,43E+13;;;JARDINS DU VOLVESTRE;5,24E+13;Subvention de Fonctionnement;64250.0;aide en numéraire;unique;12/09/2023;;non;Action sociale;Action sociale sans hébergement;Société par actions simplifiée (SAS)
Toulouse Métropole;2,43E+13;;;KILO VERT;8,82E+13;Subvention d'équipement;733.33;aide en numéraire;unique;12/10/2023;;non;Commerce de détail;Commerce d’alimentation générale;Société à responsabilité limitée (SARL)
Toulouse Métropole;2,43E+13;;;LA BELLE AFFAIRE PRODUCTIONS;814321584;Subvention d'équipement;25000.0;aide en numéraire;unique;16/10/2023;;non;cinéma;Production audiovisuelle;Société par Actions Simplifiée (SAS)
Toulouse Métropole;2,43E+13;;;LA MAISON DU VELO;4,87E+13;Subvention de Fonctionnement;233683.59;aide en numéraire;échelonné;05/10/2023;;non;Transport;Mobilité douce;Association loi 1901
Toulouse Métropole;2,43E+13;;;LANDESHAUPTSTADT DUSSELDORF;;Subvention de Fonctionnement;11100.98;aide en numéraire;unique;17/07/2023;;non;Administration publique;Administration municipale / Collectivité locale;Collectivité territoriale
Toulouse Métropole;2,43E+13;;;LAPRADE;8,53E+13;Subvention d'équipement;300.0;aide en numéraire;unique;18/07/2023;;non;Bâtiment et travaux publics (BTP);Ingénierie, études techniques;Société à responsabilité limitée (SARL)
Toulouse Métropole;2,43E+13;;;LES AGRIBAINS;8,79E+13;Subvention d'équipement;720.0;aide en numéraire;unique;17/04/2023;;non;Agriculture;Réseau ou collectif d’agriculteurs;Association loi 1901
Toulouse Métropole;2,43E+13;;;LES ELEVEURS DE LA BRIQUE ROSE;9,15E+13;Subvention de Fonctionnement;3000.0;aide en numéraire;unique;26/06/2023;;non;Agriculture;productions issues des exploitations agricoles laitières de la Haute Garonne;Association loi 1901
Toulouse Métropole;2,43E+13;;;LES FILMS DE L AUTRE COUGAR;5,22E+13;Subvention d'équipement;15000.0;aide en numéraire;unique;21/12/2023;;non;cinéma;Production audiovisuelle;Société à responsabilité limitée (SARL)
Toulouse Métropole;2,43E+13;;;LES JEUNES EUROPEENS TOULOUSE;7,51E+13;Subvention de Fonctionnement;11000.0;aide en numéraire;échelonné;03/11/2023;;non;Jeunesse;Réseau associatif dédié à la jeunesse;Association loi 1901
Toulouse Métropole;2,43E+13;;;LES PASSIONNES;9,02E+13;Subvention d'équipement;803.33;aide en numéraire;unique;21/09/2023;;non;Restauration;Restauration traditionnelle;Société à responsabilité limitée (SARL)
Toulouse Métropole;2,43E+13;;;LES PEPITES;9,02E+13;Subvention de Fonctionnement;8200.0;aide en numéraire;échelonné;21/08/2023;;non;Entreprise;Réseau d’entrepreneurs / incubateur;Association loi 1901
Toulouse Métropole;2,43E+13;;;LES VOIX DE TRAVERSE COLLECTIF VISUEL ET SONORE;8,00E+13;Subvention de Fonctionnement;3000.0;aide en numéraire;unique;10/07/2023;;non;Culture;Collectif artistique et multimédia;Association loi 1901
Toulouse Métropole;2,43E+13;;;LIGNE SUD;4,04E+13;Subvention d'équipement;300.0;aide en numéraire;unique;22/11/2023;;non;Conseil;Conseil en relations publiques et communication;Société à responsabilité limitée (SARL)
Toulouse Métropole;2,43E+13;;;LYCEE POLYVALENT DEODAT DE SEVERAC - LYCEE DES METIERS DE L'INGENIERIE;1,93E+13;Subvention de Fonctionnement;40857.44;aide en numéraire;échelonné;15/09/2023;;non;Éducation;Enseignement secondaire;Établissement public
Toulouse Métropole;2,43E+13;;;MARCELLE;4,44E+13;Subvention d'équipement;4000.0;aide en numéraire;unique;08/12/2023;;non;Numérique;Programmation informatique;Société par actions simplifiée (SAS)
Toulouse Métropole;2,43E+13;;;MISSION LOCALE HAUTE GARONNE;3,26E+13;Subvention de Fonctionnement;50000.0;aide en numéraire;unique;06/12/2023;;non;Emploi;Insertion professionnelle;Association loi 1901
Toulouse Métropole;2,43E+13;;;MOUVEMENT EUROPEEN HAUTE-GARONNE ASSOC;8,10E+13;Subvention de Fonctionnement;1000.0;aide en numéraire;unique;17/07/2023;;non;Politique;Mouvement européen;Association loi 1901
Toulouse Métropole;2,43E+13;;;NA SARL;8,01E+13;Subvention d'équipement;1000.0;aide en numéraire;unique;18/07/2023;;non;Restauration;Restauration traditionnelle;Société à responsabilité limitée (SARL)
Toulouse Métropole;2,43E+13;;;NEW OPTICA;4,32E+13;Subvention d'équipement;1000.0;aide en numéraire;unique;13/12/2023;;non;Santé;Vente de produits optiques;Société par actions simplifiée (SAS)
Toulouse Métropole;2,43E+13;;;NUBBO;4,33E+13;Subvention de Fonctionnement;49000.0;aide en numéraire;unique;19/09/2023;;non;Conseil;Conseil pour les affaires et autres conseils de gestion;Association loi 1901
Toulouse Métropole;2,43E+13;;;OPTIQUE PONT DES DEMOISELLES;3,99E+13;Subvention d'équipement;300.0;aide en numéraire;unique;23/08/2023;;non;Santé;Vente et conseil en produits optiques;Société par actions simplifiée (SAS)
Toulouse Métropole;2,43E+13;;;ORCHESTRE DE CHAMBRE DE TOULOUSE SCCP;4,80E+13;Subvention de Fonctionnement;63000.0;aide en numéraire;échelonné;12/12/2023;;non;Culture;Ensemble musical;Association loi 1901
Toulouse Métropole;2,43E+13;;;PAIERIE REGIONALE D OCCITANIE;1,30E+13;Subvention d'équipement;5465000.0;aide en numéraire;unique;22/11/2023;;non;Administration publique;Finances publiques;Service de l'État
Toulouse Métropole;2,43E+13;;;PARCOURS LE MONDE - SUD OUEST;8,18E+13;Subvention de Fonctionnement;46000.0;aide en numéraire;unique;06/12/2023;;non;Tourisme;Voyage et découverte;Association loi 1901
Toulouse Métropole;2,43E+13;;;PROMOFROID;5,31E+13;Subvention d'équipement;300.0;aide en numéraire;unique;21/07/2023;;non;Conseil;Conseil et services en froid industriel;Société à responsabilité limitée (SARL)
Toulouse Métropole;2,43E+13;;;PRO-PORTION;8,28E+13;Subvention de Fonctionnement;9677.5;aide en numéraire;échelonné;07/11/2023;;non;Environnement;Lutte contre le gaspillage alimentaire;Association loi 1901
Toulouse Métropole;2,43E+13;;;REFLET 31;4,82E+13;Subvention de Fonctionnement;20000.0;aide en numéraire;unique;21/08/2023;;non;Action sociale;Action sociale sans hébergement n.c.a.;Association loi 1901
Toulouse Métropole;2,43E+13;;;RF GROUP;8,48E+13;Subvention d'équipement;1000.0;aide en numéraire;unique;12/10/2023;;non;Juridique;et l'accompagnement ;Société par actions simplifiée (SAS)
Toulouse Métropole;2,43E+13;;;SAS ADVALUP;9,11E+13;Subvention d'équipement;300.0;aide en numéraire;unique;07/06/2023;;non;Conseil;de la personne par;Société par Actions Simplifiée (SAS)
Toulouse Métropole;2,43E+13;;;SERVICE CAFE 31;4,42E+13;Subvention d'équipement;2000.0;aide en numéraire;unique;04/12/2023;;non;Commerce de détail;la valorisation de l'image de soi;Société à responsabilité limitée (SARL)
Toulouse Métropole;2,43E+13;;;SORORITERE;9,22E+13;Subvention de Fonctionnement;12000.0;aide en numéraire;échelonné;14/12/2023;;non;action sociale;Réseau ou collectif de soutien féminin;Association loi 1901
Toulouse Métropole;2,43E+13;;;SOURCE DE LA COMMANDE PUBLIQUE OUVERTE POUR LES ENTREPRISES;9,08E+13;Subvention de Fonctionnement;5000.0;aide en numéraire;unique;15/12/2023;;non;action sociale;Plateforme ou interface de mise en relation pour la commande publique;Association loi 1901
Toulouse Métropole;2,43E+13;;;SYNDICAT MIXTE POUR L AMENAGEMENT DE LA FORET BOUCONNE;2,53E+13;Subvention de Fonctionnement;300000.0;aide en numéraire;échelonné;26/10/2023;;non;Environnement;Syndicat intercommunal pour la gestion forestière;Syndicat
Toulouse Métropole;2,43E+13;;;TABO TABO FILMS SAS;3,93E+13;Subvention d'équipement;15000.0;aide en numéraire;unique;02/08/2023;;non;cinéma;Production audiovisuelle;Société par Actions Simplifiée (SAS)
Toulouse Métropole;2,43E+13;;;TERREAUCIEL;7,98E+13;Subvention de Fonctionnement;5000.0;aide en numéraire;unique;12/09/2023;;non;Commerce de gros;Conception d’espaces paysagers;Société par actions simplifiée (SAS)
Toulouse Métropole;2,43E+13;;;TOIT A MOI;4,98E+13;Subvention de Fonctionnement;5000.0;aide en numéraire;unique;15/12/2023;;non;Immobilier;Initiatives d’accès au logement / accompagnement en habitat;Association loi 1901
Toulouse Métropole;2,43E+13;;;TOPOPHONE ASSOC;7,53E+13;Subvention de Fonctionnement;20000.0;aide en numéraire;unique;07/07/2023;;non;Culture;favorise l’accès à la musique au sein des quartiers prioritaires et zones rurales en région Occitanie;Association loi 1901
Toulouse Métropole;2,43E+13;;;TRAJECTOIRE ASSOC;4,19E+13;Subvention de Fonctionnement;12000.0;aide en numéraire;unique;01/12/2023;;non;action sociale;Association d’accompagnement;Association loi 1901
Toulouse Métropole;2,43E+13;;;UNION CEPIERE ROBERT MONNIER;4,82E+13;Subvention de Fonctionnement;24244.18;aide en numéraire;échelonné;15/09/2023;;non;action sociale;Association d’accompagnement;Association loi 1901
Toulouse Métropole;2,43E+13;;;UNIVERSITE TOULOUSE II;1,93E+13;Subvention d'équipement;429589.76;aide en numéraire;unique;04/07/2023;;non;Éducation;Enseignement supérieur;Établissement public
Toulouse Métropole;2,43E+13;;;UNIVERSITE TOULOUSE III - PAUL SABATIER;1,93E+13;Subvention d'équipement;149704.43;aide en numéraire;échelonné;24/10/2023;;non;Éducation;Enseignement supérieur;Établissement public
Toulouse Métropole;2,43E+13;;;URCYCLE;9,14E+13;Subvention d'équipement;2000.0;aide en numéraire;unique;26/06/2023;;non;Commerce de gros;Commerce de gros (commerce interentreprises) d’autres biens domestiques;Société par Actions Simplifiée (SAS)
Toulouse Métropole;2,43E+13;;;USELESS PRIDE MERCH;5,28E+13;Subvention d'équipement;6529.4;aide en numéraire;unique;06/11/2023;;non;Commerce de détail;Activités des agences de publicité;Société à Responsabilité Limitée (SARL)
Toulouse Métropole;2,43E+13;;;VOIES NAVIGABLES DE FRANCE;1,30E+13;Subvention d'équipement;63000.0;aide en numéraire;unique;06/12/2023;;non;Transport;Gestion et entretien des voies navigables;Établissement public
Toulouse Métropole;2,43E+13;;;XBO FILMS SARL;4,48E+13;Subvention d'équipement;136500.0;aide en numéraire;échelonné;19/12/2023;;non;cinéma;Production audiovisuelle;Société à Responsabilité Limitée (SARL)
Toulouse Métropole;2,43E+13;;;YOKAI CONSEIL;9,15E+13;Subvention d'équipement;1000.0;aide en numéraire;unique;25/05/2023;;non;Conseil;Cabinet de conseil;Société par actions simplifiée (SAS)
Toulouse Métropole;2,43E+13;;;3F OCCITANIE;7,17E+13;Subvention d'équipement;318700.0;aide en numéraire;échelonné;15/12/2023;;non;Immobilier;Logement social;SA conseil d'administration
Toulouse Métropole;2,43E+13;;;ACOUCITE ASSOC;4,10E+13;Subvention de Fonctionnement;18750.0;aide en numéraire;échelonné;15/11/2023;;non;Environnement; observatoire de l'environnement sonore;Association loi 1901
Toulouse Métropole;2,43E+13;;;ADEPES;4,25E+13;Subvention de Fonctionnement;5000.0;aide en numéraire;unique;05/06/2023;;non;Action sociale;Economie solidaire;Association loi 1901
Toulouse Métropole;2,43E+13;;;AGRI SUD-OUEST INNOVATION;4,99E+13;Subvention de Fonctionnement;30000.0;aide en numéraire;échelonné;19/09/2023;;non;Agriculture;Innovation agricole;Société Anonyme (SA)
Toulouse Métropole;2,43E+13;;;AIDONS NOUS ASSOC;4,25E+13;Subvention de Fonctionnement;4000.0;aide en numéraire;unique;21/08/2023;;non;Action sociale;Association d’entraide et d’action sociale;Association loi 1901
Toulouse Métropole;2,43E+13;;;AKTEFACT;8,99E+13;Subvention d'équipement;300.0;aide en numéraire;unique;19/04/2023;;non;Conseil;Agence de communication ou de conseil;Société par Actions Simplifiée (SAS)
Toulouse Métropole;2,43E+13;;;ALCHIMIE DU JEU;5,02E+13;Subvention de Fonctionnement;4000.0;aide en numéraire;échelonné;19/12/2023;;non;Jeunesse;Création et production ludique;Association loi 1901
Toulouse Métropole;2,43E+13;;;ALISSAR;8,91E+13;Subvention d'équipement;10020.0;aide en numéraire;unique;24/01/2023;;non;Action sociale;Aide humanitaire;Association loi 1901
Toulouse Métropole;2,43E+13;;;ALTEAL;6,31E+13;Subvention d'équipement;2306701.79;aide en numéraire;échelonné;19/12/2023;;non;Immobilier;Location de logements;SA conseil d'administration
Toulouse Métropole;2,43E+13;;;ANANDA CO;4,85E+13;Subvention d'équipement;300.0;aide en numéraire;unique;20/07/2023;;non;Commerce de détail;Autres commerces de détail alimentaires en magasin spécialisé;Société par Actions Simplifiée (SAS)
Toulouse Métropole;2,43E+13;;;ANDERANDERA PRODUCTION SAS;8,12E+13;Subvention d'équipement;32000.0;aide en numéraire;échelonné;15/12/2023;;non;cinéma;Production audiovisuelle;Société par Actions Simplifiée (SAS)
Toulouse Métropole;2,43E+13;;;ASS DEPARTEMENTALE DES FRANCAS;3,84E+13;Subvention de Fonctionnement;3500.0;aide en numéraire;unique;18/07/2023;;non;action sociale;Association d’accompagnement;Association loi 1901
Toulouse Métropole;2,43E+13;;;ASS FONDATION ETUDIANTE POUR LA VILLE;3,90E+13;Subvention de Fonctionnement;20000.0;aide en numéraire;échelonné;09/11/2023;;non;Services sociaux;Logement étudiant;Association loi 1901
Toulouse Métropole;2,43E+13;;;ASS DU CONSEIL  CITOYEN COLUMERIN;8,24E+13;Subvention de Fonctionnement;2903.0;aide en numéraire;unique;16/11/2023;;non;action sociale;Participation citoyenne;Association loi 1901
Toulouse Métropole;2,43E+13;;;LIRE ET FAIRE LIRE 31;4,52E+13;Subvention de Fonctionnement;5000.0;aide en numéraire;unique;04/07/2023;;non;Culture;culturelle et éducative;Association loi 1901
Toulouse Métropole;2,43E+13;;;ASSO POUR LE DEV DE L EMPLOI AGRICOLE ET RURAL DE HAUTE GARONNE;8,30E+13;Subvention de Fonctionnement;3247.36;aide en numéraire;unique;15/12/2023;;non;Agriculture;développement économique et social;Association loi 1901
Toulouse Métropole;2,43E+13;;;ATELIER D ARCHITECTURE LAURIE CORROCHER;9,48E+13;Subvention d'équipement;966.33;aide en numéraire;unique;22/11/2023;;non;Bâtiment et Travaux Publics (BTP);Cabinet d’architecture;Société à Responsabilité Limitée (SARL)
Toulouse Métropole;2,43E+13;;;AUAT AGENCE  URBANISME AGGLOMERATION TOULOUSAINE ASSOC;7,77E+13;Subvention d'équipement;525500.0;aide en numéraire;échelonné;21/11/2023;;non;Bâtiment et travaux publics (BTP);Urbanisme;Association loi 1901
Toulouse Métropole;2,43E+13;;;AUTO SERVICES TOULOUSE;8,42E+13;Subvention d'équipement;3000.0;aide en numéraire;unique;08/12/2023;;non;Automobile;Garage ou centre de services automobiles;Société par Actions Simplifiée (SAS)
Toulouse Métropole;2,43E+13;;;B2G;8,78E+13;Subvention d'équipement;1932.99;aide en numéraire;échelonné;21/11/2023;;non;Restauration;Restauration traditionnelle;Société à Responsabilité Limitée (SARL)
Toulouse Métropole;2,43E+13;;;BATIMENTS TRAVAUX PUBLICS MIDI PYRENEES;4,52E+13;Subvention d'équipement;4000.0;aide en numéraire;unique;27/10/2023;;non;Bâtiment et Travaux Publics (BTP);Entreprise de construction et travaux publics;Société par Actions Simplifiée (SAS)
Toulouse Métropole;2,43E+13;;;BC GESTION;5,19E+13;Subvention d'équipement;300.0;aide en numéraire;unique;18/07/2023;;non;Immobilier;Cabinet de gestion ou d’expertise en management;Société par Actions Simplifiée (SAS)
Toulouse Métropole;2,43E+13;;;BOUGER POUR S EN SORTIR;5,12E+13;Subvention de Fonctionnement;4000.0;aide en numéraire;unique;21/08/2023;;non;action sociale;Association d’accompagnement social;Association loi 1901
Toulouse Métropole;2,43E+13;;;CDC HABITAT SOCIAL SOCIETE ANONYME D HABITATIONS A LOYER MODERE;5,52E+13;Subvention d'équipement;89700.0;aide en numéraire;échelonné;15/12/2023;;non;Immobilier;Organisme de logement social;SA conseil d'administration
